HouseDescription,Address,Cost
"For Sale Agricultural Farm 11,000 sqm. ","San Rafael, Bulacan",₱ 19.8 million
"For Sale Agricultural Farm 22,499 sqm. ","Mangatarem, Pangasinan",₱ 3.37 million
"For Sale Agricultural Farm 23,512 sqm. ","Labrador, Pangasinan",₱ 8.23 million
"For Sale Agricultural Farm 360,000 sqm. ","Calbayog, Samar",₱ 36.0 million
"For Sale Agricultural Farm 2,800 sqm. ","Indang, Cavite",₱ 1.12 million
"For Sale Residential 5,132 sqm. ","Nabua, Camarines Sur",₱ 5.00 million
"For Sale Commercial 4,318 sqm. ","San Pablo, Laguna",₱ 25.0 million
For Sale Residential 100 sqm. ,"Lipa, Batangas",₱ 1.00 million
"For Sale Agricultural Farm 10,000 sqm. ","Alaminos, Laguna",₱ 17.0 million
"For Sale Agricultural Farm 3,512 sqm. ","Pililla, Rizal",₱ 8.00 million
"For Sale Agricultural Farm 1,128 sqm. ","Cagayan de Oro, Misamis Oriental","₱ 902,400"
For Sale Agricultural Farm 100 sqm. ,"Tanay, Rizal","₱ 379,000"
"For Sale Agricultural Farm 25,413 sqm. ","Laurel, Batangas",₱ 30.0 million
"For Sale Agricultural Farm 43,000 sqm. ","Bolinao, Pangasinan",₱ 3.50 million
For Sale Agricultural Farm 482 sqm. ,"Calamba, Laguna",₱ 13.5 million
"For Sale Agricultural Farm 5,235 sqm. ","Castillejos, Zambales",₱ 3.00 million
For Sale Agricultural Farm 736 sqm. ,"Dagupan, Pangasinan",₱ 3.32 million
For Sale Residential 185 sqm. ,"San Pedro, Laguna",₱ 3.31 million
"For Sale Agricultural Farm 12,750 sqm. ","Umingan, Pangasinan",₱ 1.50 million
For Sale Residential 135 sqm. ,"Tuy, Batangas","₱ 742,500"
