Country,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,JobTitle,HoursWorkedPerWeek,EmploymentSector,SalaryUSD
United States,Microsoft SQL Server,10,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Non-profit,87000
Switzerland,Microsoft SQL Server,8,Full time employee,Developer: T-SQL,42,Private business,140000
United States,Microsoft SQL Server,4,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,"Education (K-12, college, university)",61200
United States,Microsoft SQL Server,1,Full time employee,Other,55,Private business,66000
Canada,Oracle,18,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",50,State/province government,58500
United States,Microsoft SQL Server,2,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,425000
Israel,Microsoft SQL Server,20,Full time employee,Architect,50,Private business,180000
United Kingdom,Microsoft SQL Server,10,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),39,Local government,55000
United States,Microsoft SQL Server,15,Full time employee,Developer: T-SQL,45,Private business,100000
United Kingdom,Microsoft SQL Server,5,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,43000
United States,Microsoft SQL Server,5,Full time employee,Architect,43,Private business,132000
United States,Microsoft SQL Server,12,Full time employee,Engineer,60,Private business,115000
United States,Microsoft SQL Server,23,"Independent consultant, contractor, freelancer,  or company owner",DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,165000
United States,Microsoft SQL Server,25,Full time employee,Architect,45,Private business,178000
United Kingdom,Microsoft SQL Server,7,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Non-profit,60000
United States,Microsoft SQL Server,5,Full time employee,"Developer: App code (C#, JS, etc)",45,Private business,91865
United States,Microsoft SQL Server,10,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,State/province government,82000
United Kingdom,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,38,Private business,42000
Canada,Microsoft SQL Server,10,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",78,State/province government,65700
Colombia,Microsoft SQL Server,8,Full time employee,Manager,40,Private business,43000
Canada,Microsoft SQL Server,8,Full time employee,Analyst,42,Private business,55742
United States,Microsoft SQL Server,5,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",45,Private business,80000
United States,Microsoft SQL Server,3,Full time employee,Engineer,45,Private business,70000
United States,Microsoft SQL Server,15,Full time employee,Architect,40,Non-profit,90000
United States,Microsoft SQL Server,2,Full time employee,Analyst,40,Private business,69000
United States,Microsoft SQL Server,3,Full time employee,Developer: T-SQL,45,Private business,62000
Israel,Microsoft SQL Server,12,Full time employee,"Developer: App code (C#, JS, etc)",45,Private business,90000
United Kingdom,Microsoft SQL Server,3,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",37,Private business,48262
United States,Microsoft SQL Server,18,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,105000
United Kingdom,Microsoft SQL Server,6,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",38,Private business,69700
United States,Microsoft SQL Server,12,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",45,Private business,100000
United States,Microsoft SQL Server,25,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,117000
United States,Microsoft SQL Server,26,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,102800
United States,Microsoft SQL Server,16,Full time employee,Developer: T-SQL,40,Private business,105000
United States,Microsoft SQL Server,20,Full time employee,Architect,50,Private business,175000
United States,Microsoft SQL Server,6,Full time employee,Developer: T-SQL,40,Private business,88000
United States,Microsoft SQL Server,17,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",45,Federal government,115000.00
United States,Microsoft SQL Server,10,Full time employee,Analyst,50,Private business,66000
United States,Microsoft SQL Server,22,Full time employee,Architect,40,Non-profit,93000
United States,Microsoft SQL Server,5,Full time employee,"Developer: App code (C#, JS, etc)",50,Private business,65000
United States,Microsoft SQL Server,9,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,90000
United States,Microsoft SQL Server,10,Full time employee,"Developer: App code (C#, JS, etc)",60,Private business,90000
South Africa,Microsoft SQL Server,21,Full time employee,Developer: T-SQL,55,Private business,4000
United States,Microsoft SQL Server,13,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",50,Private business,134000
United States,Microsoft SQL Server,17,Full time employee,Manager,48,Non-profit,131000
United States,Microsoft SQL Server,7,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),43,Local government,101000
United States,Microsoft SQL Server,7,Full time employee,Manager,50,Private business,140000
Sweden,Microsoft SQL Server,7,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,State/province government,50000
United States,Microsoft SQL Server,3,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,62000
United States,Microsoft SQL Server,19,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",45,State/province government,103900
United States,Microsoft SQL Server,15,"Independent consultant, contractor, freelancer,  or company owner","Developer: App code (C#, JS, etc)",45,Private business,120000
United States,Microsoft SQL Server,21,Full time employee,Developer: T-SQL,40,Private business,140000
Canada,Microsoft SQL Server,22,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),50,Private business,86000
United Kingdom,Microsoft SQL Server,15,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),37,Private business,73700
United States,DB2,7,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,96000
United States,Microsoft SQL Server,20,Full time employee,Manager,53,Private business,96000
Argentina,Microsoft SQL Server,1,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),50,State/province government,1600
United States,Microsoft SQL Server,20,Full time employee,Manager,50,Private business,110000
United States,Microsoft SQL Server,7,Full time employee,Analyst,45,Private business,92500
United States,Microsoft SQL Server,5,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,80000
Netherlands,Microsoft SQL Server,12,Full time employee,Engineer,40,Private business,55000
United Kingdom,Microsoft SQL Server,9,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),42,Private business,65000
United Kingdom,Microsoft SQL Server,9,Full time employee,Engineer,37,"Education (K-12, college, university)",43600
United States,Microsoft SQL Server,5,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,87500
United States,Microsoft SQL Server,19,Full time employee,Architect,45,Private business,135000
United Kingdom,Microsoft SQL Server,4,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",37,"Education (K-12, college, university)",47677
United States,Microsoft SQL Server,17,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,147000
United States,Microsoft SQL Server,20,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,155000
United States,Microsoft SQL Server,10,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",40,Private business,140000
United States,Microsoft SQL Server,10,"Independent consultant, contractor, freelancer,  or company owner","DBA (Production Focus - build & troubleshoot servers, HA/DR)",80,Federal government,1000000
United States,Microsoft SQL Server,11,Full time employee,Manager,40,"Education (K-12, college, university)",72000
United States,Microsoft SQL Server,17,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",42,Private business,95000
Russia,Microsoft SQL Server,5,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,23000
United States,Microsoft SQL Server,7,Full time employee,Architect,50,Private business,75000
United States,Microsoft SQL Server,20,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),50,Private business,120000
United States,Microsoft SQL Server,2,Full time employee of a consulting/contracting company,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,128800
