,Address,Bedrooms,Bathrooms,Sqm,Cost
6613,"Cebu City, Cebu",4,4,1170,45000000.0
6614,"Taytay, Rizal",4,3,113,13400000.0
6615,"Trece Martires, Cavite",3,1,56,2410000.0
6616,"Santa Rosa, Nueva Ecija",3,2,66,5020000.0
6617,"Trece Martires, Cavite",3,1,42,1390000.0
6618,"Cabanatuan, Nueva Ecija",4,3,85,5810000.0
6619,"Alaminos, Pangasinan",2,1,44,1850000.0
6620,"Mandaue, Cebu",4,2,100,7670000.0
6621,"Mactan, Lapu-Lapu, Cebu",3,2,120,5500000.0
6622,"Santa Maria, Bulacan",3,3,80,5430000.0
6623,"Calauan, Laguna",2,1,44,1790000.0
6624,"Alaminos, Pangasinan",2,1,44,1850000.0
6625,"Magalang, Pampanga",0,1,27,1650000.0
6626,"Quezon City / QC, Metro Manila",3,2,57,6300000.0
6627,"Mactan, Lapu-Lapu, Cebu",3,2,120,5500000.0
6628,"Las Piñas, Metro Manila",4,3,250,13000000.0
6629,"Santa Maria, Bulacan",2,1,56,2009999.9999999998
6630,"Santa Maria, Bulacan",3,2,60,4200000.0
6631,"Malvar, Batangas",2,1,48,1610000.0
6632,"General Santos (Dadiangas), South Cotabato",2,1,46,4340000.0
6633,"Rodriguez (Montalban), Rizal",2,2,38,2600000.0
6634,"Silang, Cavite",5,3,170,5230000.0
6635,"San Juan, La Union",3,1,42,1850000.0
6636,"Tanauan, Leyte",2,1,36,1620000.0
6637,"Imus, Cavite",3,2,86,6140000.0
6638,"Calamba, Laguna",3,1,79,2880000.0
6639,"San Jose, Nueva Ecija",3,2,66,5290000.0
6640,"Pavia, Iloilo",3,2,80,4000000.0
6641,"Nuvali, Santa Rosa, Laguna",3,4,340,38600000.0
6642,"Dagupan, Pangasinan",3,2,200,5000000.0
6643,"Dagupan, Pangasinan",5,4,180,10000000.0
6644,"Silang, Cavite",3,3,200,28000000.0
6645,"Trece Martires, Cavite",2,2,51,3970000.0
6646,"Porac, Pampanga",3,2,173,5380000.0
6647,"Cordova, Cebu",4,3,100,7000000.0
6648,"Silang, Cavite",3,3,200,28000000.0
6649,"Trece Martires, Cavite",2,2,51,3970000.0
6650,"Lipa, Batangas",5,3,150,8740000.0
6651,"Baliuag, Bulacan",2,1,36,1750000.0
6652,"Parañaque, Metro Manila",4,4,515,40000000.0
6653,"Dumaguete, Negros Oriental",2,1,46,4340000.0
6654,"Tarlac City, Tarlac",4,3,219,4520000.0
6655,"Oton, Iloilo",3,2,66,6650000.0
6656,"Clark, Angeles, Pampanga",4,4,288,70000000.0
6657,"San Fernando, Pampanga",2,1,96,2800000.0
6658,"Rodriguez (Montalban), Rizal",3,2,70,5040000.0
6659,"Roxas City, Capiz",2,1,40,3660000.0
6660,"Cainta, Rizal",7,7,279,32000000.0
6661,"Iloilo City, Iloilo",2,1,35,1500000.0
6662,"Angono, Rizal",5,5,163,16300000.0
6663,"Parañaque, Metro Manila",5,4,723,41400000.0
6664,"Tanza, Cavite",3,2,112,4800000.0
6665,"Antipolo, Rizal",3,2,96,8000000.0
6666,"Bacoor, Cavite",2,2,53,12000000.0
6667,"General Trias, Cavite",3,2,98,9180000.0
6668,"Santa Rosa, Laguna",4,3,240,16000000.0
6669,"San Jose, Nueva Ecija",4,3,99,5810000.0
6670,"Taguig, Metro Manila",4,4,320,30000000.0
6671,"Silang, Cavite",0,0,53,8790000.0
6672,"Las Piñas, Metro Manila",3,3,143,7420000.0
6673,"Bacolod, Negros Occidental",4,4,350,14000000.0
6674,"San Jose, Nueva Ecija",3,2,66,5290000.0
6675,"Binangonan, Rizal",2,1,42,2520000.0
6676,"Lipa, Batangas",4,4,140,10000000.0
6677,"General Trias, Cavite",4,3,167,8080000.0
6678,"San Fernando, Pampanga",4,4,230,12000000.0
6679,"Commonwealth, Quezon City / QC, Metro Manila",3,4,180,10900000.0
6680,"Dasmariñas, Cavite",3,1,90,1600000.0
6681,"General Trias, Cavite",0,1,41,1600000.0
6682,"Alaminos, Laguna",0,1,24,650000.0
6683,"Bacoor, Cavite",4,3,166,13800000.0
6684,"Cauayan, Isabela",2,1,42,1910000.0
6685,"Silang, Cavite",3,3,200,28000000.0
6686,"Bacolod, Negros Occidental",2,1,36,3000000.0
6687,"Calamba, Laguna",0,1,53,5200000.0
6688,"Cabanatuan, Nueva Ecija",3,1,42,2290000.0
6689,"Silang, Cavite",0,0,65,10200000.0
6690,"Silang, Cavite",3,2,72,6370000.0
6691,"Silang, Cavite",2,2,53,5230000.0
6692,"Silang, Cavite",3,2,66,8039999.999999999
6693,"Tanza, Cavite",2,1,46,3250000.0
6694,"Cainta, Rizal",7,7,279,32000000.0
6695,"Boracay, Malay, Aklan",2,3,145,21200000.0
6696,"Balanga, Bataan",3,1,42,2020000.0
6697,"General Trias, Cavite",4,2,81,4490000.0
6698,"Bacoor, Cavite",4,2,98,7030000.0
6699,"Imus, Cavite",3,2,90,4300000.0
6700,"General Trias, Cavite",4,3,167,8080000.0
6701,"Silang, Cavite",0,0,65,7850000.0
6702,"Silang, Cavite",5,3,142,10300000.0
6703,"Silang, Cavite",2,2,53,6230000.0
6704,"Tanza, Cavite",2,1,40,3000000.0
6705,"Tanza, Cavite",2,1,36,3500000.0
6706,"General Trias, Cavite",3,1,120,2800000.0
6707,"Silang, Cavite",5,3,142,9430000.0
6708,"Dasmariñas, Cavite",4,3,81,9000000.0
6709,"Silang, Cavite",5,3,142,9430000.0
6710,"Cauayan, Isabela",2,1,42,1910000.0
6711,"Bacoor, Cavite",4,3,166,13800000.0
6712,"Antipolo, Rizal",3,3,96,6200000.0
6713,"Clark, Capas, Tarlac",3,2,66,4580000.0
6714,"Alabang, Muntinlupa, Metro Manila",4,4,750,170000000.0
6715,"Bacolod, Negros Occidental",2,1,36,3000000.0
6716,"Iloilo City, Iloilo",4,3,90,5720000.0
6717,"Batangas City, Batangas",5,4,240,9900000.0
6718,"Antipolo, Rizal",5,5,250,17500000.0
6719,"Silang, Cavite",0,0,65,10200000.0
6720,"Antipolo, Rizal",4,2,180,8500000.0
6721,"Clark, Capas, Tarlac",3,2,66,4580000.0
6722,"Alabang, Muntinlupa, Metro Manila",4,4,750,170000000.0
6723,"Antipolo, Rizal",3,3,96,6200000.0
6724,"Iloilo City, Iloilo",4,3,90,5720000.0
6725,"Silang, Cavite",3,2,72,6350000.0
6726,"Silang, Cavite",3,2,60,7020000.0
6727,"Silang, Cavite",4,3,83,8130000.000000001
6728,"Tanza, Cavite",2,1,36,3210000.0
6729,"Puerto Princesa, Palawan",2,1,53,5890000.0
6730,"Antipolo, Rizal",5,5,250,17500000.0
6731,"Indang, Cavite",5,2,100,7800000.0
6732,"Tagum, Davao del Norte",2,1,36,2190000.0
6733,"Puerto Princesa, Palawan",2,1,46,5100000.0
6734,"Silang, Cavite",0,0,83,14600000.0
6735,"Silang, Cavite",0,0,72,11500000.0
6736,"Puerto Princesa, Palawan",2,2,53,5720000.0
6737,"Puerto Princesa, Palawan",5,3,166,10600000.0
6738,"Cagayan de Oro, Misamis Oriental",2,1,44,2920000.0
6739,"Puerto Princesa, Palawan",5,3,88,10000000.0
6740,"Puerto Princesa, Palawan",4,3,85,7380000.0
6741,"Calamba, Laguna",2,1,44,1640000.0
6742,"Puerto Princesa, Palawan",3,2,64,5490000.0
6743,"San Juan, La Union",0,1,22,650000.0
6744,"Digos, Davao del Sur",2,1,36,2190000.0
6745,"Dasmariñas, Cavite",2,1,52,7530000.0
6746,"Dasmariñas, Cavite",3,2,64,8390000.0
6747,"Dasmariñas, Cavite",3,2,82,7140000.0
6748,"Lipa, Batangas",3,2,70,3100000.0
6749,"Lipa, Batangas",4,3,160,5070000.0
6750,"Tanza, Cavite",2,1,44,1940000.0
6751,"Antipolo, Rizal",4,2,180,8500000.0
6752,"Dasmariñas, Cavite",4,3,81,9000000.0
6753,"Baguio, Benguet",4,3,200,11500000.0
6754,"Puerto Princesa, Palawan",5,3,166,10600000.0
6755,"Parañaque, Metro Manila",4,4,179,13000000.0
6756,"Dasmariñas, Cavite",2,2,63,5930000.0
6757,"Dasmariñas, Cavite",2,1,40,6850000.0
6758,"Cagayan de Oro, Misamis Oriental",2,1,44,2920000.0
6759,"Calumpit, Bulacan",2,1,40,1700000.0
6760,"Cagayan de Oro, Misamis Oriental",2,1,46,4670000.0
6761,"Santa Maria, Bulacan",3,2,99,5080000.0
6762,"Calamba, Laguna",2,1,44,1640000.0
6763,"Iloilo City, Iloilo",4,3,90,5720000.0
6764,"Tanza, Cavite",2,1,40,1400000.0
6765,"Tanza, Cavite",3,3,157,2900000.0
6766,"San Fernando, Pampanga",2,1,54,1810000.0
6767,"Indang, Cavite",5,2,100,7800000.0
6768,"Santa Maria, Bulacan",3,2,99,5080000.0
6769,"Tanza, Cavite",3,3,157,2900000.0
6770,"San Fernando, Pampanga",2,1,54,1810000.0
6771,"Iloilo City, Iloilo",4,3,90,5720000.0
6772,"Angono, Rizal",2,3,114,5980000.0
6773,"Tanza, Cavite",2,1,40,1400000.0
6774,"Indang, Cavite",5,2,100,7800000.0
6775,"Tanza, Cavite",3,1,53,2400000.0
6776,"Trece Martires, Cavite",2,2,36,2430000.0
6777,"Pagadian, Zamboanga del Sur",3,1,42,1880000.0
6778,"Tanauan, Batangas",3,2,77,3010000.0
6779,"Angeles, Pampanga",2,1,44,1660000.0
6780,"Tanza, Cavite",3,2,112,3590000.0
6781,"Tanauan, Batangas",5,3,145,10600000.0
6782,"Tagum, Davao del Norte",2,1,44,1680000.0
6783,"Capas, Tarlac",3,2,123,6510000.0
6784,"Dasmariñas, Cavite",2,2,57,3600000.0
6785,"Santa Maria, Bulacan",2,1,44,2180000.0
6786,"Pagadian, Zamboanga del Sur",3,1,42,1980000.0
6787,"Batangas City, Batangas",2,1,45,3300000.0
6788,"Quezon City / QC, Metro Manila",4,4,220,28300000.0
6789,"Butuan, Agusan del Norte",3,1,42,1600000.0
6790,"Cagayan de Oro, Misamis Oriental",4,3,97,10700000.0
6791,"Alfonso, Cavite",2,2,121,8680000.0
6792,"Imus, Cavite",4,2,146,7700000.0
6793,"Iloilo City, Iloilo",2,2,45,2830000.0
6794,"Parañaque, Metro Manila",2,2,51,4490000.0
6795,"Pagadian, Zamboanga del Sur",3,1,42,1940000.0
6796,"Dasmariñas, Cavite",4,3,110,7100000.0
6797,"Compostela, Cebu",3,1,45,1600000.0
6798,"Mandaluyong, Metro Manila",3,3,135,6500000.0
6799,"Tanza, Cavite",3,1,53,2300000.0
6800,"Dasmariñas, Cavite",3,3,117,7310000.0
6801,"Lipa, Batangas",3,1,35,1670000.0
6802,"Makati, Metro Manila",4,4,300,237000000.0
6803,"Legazpi, Albay",2,1,46,5760000.0
6804,"Quezon City / QC, Metro Manila",4,3,260,138000000.0
6805,"Tagum, Davao del Norte",2,1,44,1220000.0
6806,"Parañaque, Metro Manila",5,5,518,38000000.0
6807,"Alabang, Muntinlupa, Metro Manila",7,6,750,170000000.0
6808,"San Juan, Metro Manila",4,6,480,70000000.0
6809,"Tagum, Davao del Norte",2,1,44,2020000.0
6810,"Tagaytay, Cavite",6,7,464,32000000.0
6811,"Dasmariñas, Cavite",3,2,117,5420000.0
6812,"Trece Martires, Cavite",4,2,73,1950000.0
6813,"Bacoor, Cavite",3,2,74,6940000.0
6814,"Tagaytay, Cavite",2,2,56,3270000.0
6815,"Imus, Cavite",8,7,237,10000000.0
6816,"Tagaytay, Cavite",6,7,464,32000000.0
6817,"Trece Martires, Cavite",2,1,46,3180000.0
6818,"Dasmariñas, Cavite",4,3,157,10400000.0
6819,"Trece Martires, Cavite",4,2,73,1950000.0
6820,"Bacoor, Cavite",3,2,74,6940000.0
6821,"Tagaytay, Cavite",2,2,56,3270000.0
6822,"Commonwealth, Quezon City / QC, Metro Manila",3,3,129,7800000.0
6823,"Bacoor, Cavite",3,3,113,15300000.0
6824,"San Juan, Metro Manila",5,3,275,24800000.0
6825,"Imus, Cavite",8,7,237,10000000.0
6826,"Iloilo City, Iloilo",2,2,53,4770000.0
6827,"Trece Martires, Cavite",3,2,77,3310000.0
6828,"Quezon City / QC, Metro Manila",6,8,508,35000000.0
6829,"Mexico, Pampanga",2,1,46,3500000.0
6830,"Pililla, Rizal",3,1,42,1880000.0
6831,"Tagaytay, Cavite",4,3,136,8960000.0
6832,"General Trias, Cavite",3,2,50,2000000.0
6833,"Pililla, Rizal",3,1,42,1820000.0
6834,"Quezon City / QC, Metro Manila",3,2,73,3300000.0
6835,"San Jose del Monte, Bulacan",3,1,60,3710000.0
6836,"San Jose, Batangas",2,1,40,1100000.0
6837,"General Trias, Cavite",3,2,60,2660000.0
6838,"Iloilo City, Iloilo",3,2,65,3600000.0
6839,"Iloilo City, Iloilo",4,3,78,5230000.0
6840,"Mexico, Pampanga",3,1,50,1990000.0
6841,"Mabalacat, Pampanga",3,2,45,1910000.0
6842,"Dasmariñas, Cavite",2,1,46,1840000.0
6843,"Manila, Metro Manila",4,4,217,53000000.0
6844,"Santa Rosa, Laguna",3,2,100,12300000.0
6845,"Angeles, Pampanga",3,2,80,4500000.0
6846,"Las Piñas, Metro Manila",4,3,130,7000000.0
6847,"Bacolod, Negros Occidental",3,1,42,1800000.0
6848,"Dasmariñas, Cavite",4,3,157,10400000.0
6849,"Tacloban, Leyte",2,1,70,1900000.0
6850,"Angeles, Pampanga",0,1,300,19000000.0
6851,"Trece Martires, Cavite",3,2,69,2600000.0
6852,"Trece Martires, Cavite",3,2,90,1300000.0
6853,"Mandaluyong, Metro Manila",3,3,155,20000000.0
6854,"Valenzuela, Metro Manila",2,1,70,2340000.0
6855,"Trece Martires, Cavite",3,1,42,1240000.0
6856,"Bacoor, Cavite",3,3,113,15300000.0
6857,"Paniqui, Tarlac",2,1,36,2000000.0
6858,"Calamba, Laguna",3,2,40,1970000.0
6859,"San Juan, Metro Manila",4,4,252,22700000.0
6860,"Antipolo, Rizal",3,3,300,22000000.0
6861,"Caloocan, Metro Manila",3,2,176,3400000.0
6862,"San Juan, Metro Manila",5,3,275,24800000.0
6863,"Imus, Cavite",4,3,110,6830000.0
6864,"General Trias, Cavite",3,2,92,5400000.0
6865,"Imus, Cavite",4,3,110,6830000.0
6866,"Baliuag, Bulacan",5,3,166,9590000.0
6867,"Bacoor, Cavite",4,2,114,13500000.0
6868,"Naic, Cavite",2,1,44,1600000.0
6869,"General Trias, Cavite",3,2,101,5480000.0
6870,"San Mateo, Rizal",3,3,120,8900000.0
6871,"Las Piñas, Metro Manila",5,5,220,13000000.0
6872,"Bacoor, Cavite",3,2,93,6800000.0
6873,"Las Piñas, Metro Manila",5,5,220,12500000.0
6874,"Dasmariñas, Cavite",4,2,88,6850000.0
6875,"Las Piñas, Metro Manila",4,4,180,8500000.0
6876,"Baras, Rizal",3,1,53,2440000.0
6877,"Plaridel, Bulacan",3,2,100,6970000.0
6878,"Parañaque, Metro Manila",4,4,360,25000000.0
6879,"General Trias, Cavite",2,1,46,4030000.0000000005
6880,"Baliuag, Bulacan",2,1,44,1350000.0
6881,"Silang, Cavite",5,3,142,10300000.0
6882,"Baliuag, Bulacan",3,1,45,2140000.0
6883,"San Pablo, Laguna",2,1,44,1020000.0
6884,"General Mariano Alvarez, Cavite",2,1,40,1770000.0
6885,"Nuvali, Cabuyao, Laguna",2,2,64,5690000.0
6886,"San Ildefonso, Bulacan",2,1,36,1080000.0
6887,"Bacoor, Cavite",3,2,74,5930000.0
6888,"Imus, Cavite",2,1,60,2200000.0
6889,"Bacoor, Cavite",3,1,69,3310000.0
6890,"Muntinlupa, Metro Manila",3,2,73,4450000.0
6891,"Bacolod, Negros Occidental",3,2,66,5960000.0
6892,"Las Piñas, Metro Manila",4,3,250,18300000.0
6893,"Las Piñas, Metro Manila",3,3,155,11300000.0
6894,"Parañaque, Metro Manila",5,4,450,41500000.0
6895,"Nuvali, Cabuyao, Laguna",4,3,85,8210000.000000001
6896,"Baguio City Economic Zone, Baguio, Benguet",4,5,397,38000000.0
6897,"Muntinlupa, Metro Manila",4,4,160,14000000.0
6898,"Las Piñas, Metro Manila",3,3,127,6800000.0
6899,"Nuvali, Cabuyao, Laguna",3,2,66,5040000.0
6900,"Parañaque, Metro Manila",4,3,250,18300000.0
6901,"Novaliches, Quezon City / QC, Metro Manila",4,5,222,9500000.0
6902,"Nuvali, Cabuyao, Laguna",2,2,53,4550000.0
6903,"Las Piñas, Metro Manila",5,5,350,32000000.0
6904,"Las Piñas, Metro Manila",5,5,263,27000000.0
6905,"Mandaluyong, Metro Manila",4,5,254,29400000.0
6906,"Subic, Zambales",2,1,46,3480000.0
6907,"Silang, Cavite",2,2,53,5230000.0
6908,"Antipolo, Rizal",2,1,48,6760000.0
6909,"Santa Cruz, Laguna",2,1,46,2950000.0
6910,"Bacolod, Negros Occidental",3,1,42,1800000.0
6911,"Numancia, Aklan",2,1,46,3630000.0
6912,"Nuvali, Cabuyao, Laguna",2,2,53,4550000.0
6913,"Nuvali, Cabuyao, Laguna",4,3,85,8210000.000000001
6914,"Baguio City Economic Zone, Baguio, Benguet",4,5,397,38000000.0
6915,"Las Piñas, Metro Manila",3,3,127,6800000.0
6916,"Muntinlupa, Metro Manila",4,4,160,14000000.0
6917,"Nuvali, Cabuyao, Laguna",3,2,66,5040000.0
6918,"Las Piñas, Metro Manila",3,3,180,11000000.0
6919,"Imus, Cavite",3,2,72,5980000.0
6920,"Novaliches, Quezon City / QC, Metro Manila",4,5,222,9500000.0
6921,"Las Piñas, Metro Manila",5,5,263,27000000.0
6922,"Apalit, Pampanga",4,3,85,8090000.0
6923,"Las Piñas, Metro Manila",5,5,350,32000000.0
6924,"Mandaluyong, Metro Manila",4,5,254,29400000.0
6925,"Lipa, Batangas",2,1,60,1200000.0
6926,"Subic, Zambales",2,1,46,3480000.0
6927,"Santa Cruz, Laguna",2,1,46,2950000.0
6928,"Silang, Cavite",3,2,72,6370000.0
6929,"General Trias, Cavite",2,1,51,2009999.9999999998
6930,"Imus, Cavite",3,2,109,5890000.0
6931,"Porac, Pampanga",0,1,32,633000.0
6932,"Imus, Cavite",4,3,110,6760000.0
6933,"Dumaguete, Negros Oriental",2,2,53,5010000.0
6934,"Antipolo, Rizal",2,1,48,6760000.0
6935,"Imus, Cavite",2,2,60,4830000.0
6936,"Numancia, Aklan",0,1,22,1620000.0
6937,"Bacoor, Cavite",3,2,158,7860000.0
6938,"General Trias, Cavite",3,2,92,5400000.0
6939,"Silang, Cavite",3,2,65,6960000.0
6940,"Imus, Cavite",2,1,45,5750000.0
6941,"Carmona, Cavite",2,2,65,1300000.0
6942,"Tagaytay, Cavite",3,2,62,6730000.0
6943,"Tagaytay, Cavite",5,3,120,14000000.0
6944,"General Trias, Cavite",4,3,100,6640000.0
6945,"San Mateo, Rizal",3,3,120,8900000.0
6946,"Legazpi, Albay",8,6,510,17000000.0
6947,"Bacoor, Cavite",2,1,42,2990000.0
6948,"General Trias, Cavite",4,2,70,3340000.0
6949,"Las Piñas, Metro Manila",2,2,51,3500000.0
6950,"Iloilo City, Iloilo",3,1,42,1800000.0
6951,"Mabalacat, Pampanga",4,4,302,19000000.0
6952,"San Miguel, Bulacan",2,1,44,1760000.0
6953,"Angeles, Pampanga",3,2,101,3270000.0
6954,"San Pablo, Laguna",2,1,44,1020000.0
6955,"Baliuag, Bulacan",3,1,45,2140000.0
6956,"Quezon City / QC, Metro Manila",4,2,180,27000000.0
6957,"Silang, Cavite",4,3,85,9400000.0
6958,"Commonwealth, Quezon City / QC, Metro Manila",4,3,243,17000000.0
6959,"Imus, Cavite",3,2,72,5980000.0
6960,"Iloilo City, Iloilo",3,1,42,1800000.0
6961,"Mabalacat, Pampanga",4,4,302,19000000.0
6962,"San Miguel, Bulacan",2,1,44,1760000.0
6963,"Angeles, Pampanga",3,2,101,3270000.0
6964,"Silang, Cavite",4,3,85,9400000.0
6965,"Quezon City / QC, Metro Manila",4,2,180,27000000.0
6966,"Commonwealth, Quezon City / QC, Metro Manila",4,3,243,17000000.0
6967,"Imus, Cavite",3,2,72,5980000.0
6968,"General Trias, Cavite",4,3,187,13800000.0
6969,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",20,20,898,98000000.0
6970,"Antipolo, Rizal",2,1,46,3400000.0
6971,"Santo Tomas, Batangas",2,1,44,1240000.0
6972,"Cabanatuan, Nueva Ecija",3,1,42,2160000.0
6973,"Concepcion, Tarlac",2,1,28,1700000.0
6974,"Bacoor, Cavite",3,3,111,8630000.0
6975,"Imus, Cavite",2,2,60,4980000.0
6976,"Tagaytay, Cavite",5,3,120,12700000.0
6977,"Cagayan de Oro, Misamis Oriental",4,3,103,8060000.000000001
6978,"Porac, Pampanga",0,1,45,633000.0
6979,"Cauayan, Isabela",2,1,53,4830000.0
6980,"Bacoor, Cavite",3,2,88,8300000.000000001
6981,"Iloilo City, Iloilo",2,2,53,5050000.0
6982,"San Pablo, Laguna",3,1,36,1470000.0
6983,"Tanza, Cavite",2,1,40,2029999.9999999998
6984,"Cagayan Special Economic Zone, Lal-lo, Cagayan",2,1,35,1790000.0
6985,"Panabo, Davao del Norte",0,1,22,650000.0
6986,"Roxas City, Capiz",5,3,166,8790000.0
6987,"Baras, Rizal",2,1,44,1600000.0
6988,"Tarlac City, Tarlac",2,1,36,1530000.0
6989,"Bacoor, Cavite",3,3,264,38000000.0
6990,"Tarlac City, Tarlac",0,1,22,986000.0
6991,"Biñan, Laguna",3,3,179,25300000.0
6992,"Lipa, Batangas",2,1,64,2800000.0
6993,"Angeles, Pampanga",5,4,600,60000000.0
6994,"Clark, Mabalacat, Pampanga",4,4,222,70000000.0
6995,"Las Piñas, Metro Manila",2,1,72,4800000.0
6996,"Biñan, Laguna",3,3,113,25500000.0
6997,"Mandaluyong, Metro Manila",3,3,156,12000000.0
6998,"Arayat, Pampanga",4,3,192,5500000.0
6999,"Cainta, Rizal",6,4,260,15800000.0
7000,"San Fernando, Pampanga",6,5,290,12400000.0
7001,"Tanza, Cavite",2,1,40,2029999.9999999998
7002,"Porac, Pampanga",0,1,45,633000.0
7003,"Imus, Cavite",3,2,94,3800000.0
7004,"Cauayan, Isabela",2,1,53,4830000.0
7005,"San Fernando, Pampanga",2,2,73,2870000.0
7006,"Cagayan de Oro, Misamis Oriental",2,1,44,1940000.0
7007,"San Pablo, Laguna",3,1,36,1470000.0
7008,"Roxas City, Capiz",5,3,166,8790000.0
7009,"Pasay, Metro Manila",5,4,480,75000000.0
7010,"Cabanatuan, Nueva Ecija",2,2,50,1700000.0
7011,"Trece Martires, Cavite",3,1,100,2250000.0
7012,"San Fernando, Pampanga",0,1,30,1700000.0
7013,"Mexico, Pampanga",5,3,109,4900000.0
7014,"Alfonso, Cavite",2,2,53,4440000.0
7015,"Dumaguete, Negros Oriental",2,1,44,1790000.0
7016,"Cainta, Rizal",6,4,260,15800000.0
7017,"Las Piñas, Metro Manila",4,4,250,15000000.0
7018,"Trece Martires, Cavite",2,1,42,1630000.0
7019,"Cagayan Special Economic Zone, Lal-lo, Cagayan",2,1,35,1790000.0
7020,"Santo Tomas, Batangas",0,1,25,870000.0
7021,"Mactan, Lapu-Lapu, Cebu",3,2,218,7600000.0
7022,"Oton, Iloilo",4,3,142,11600000.0
7023,"Nuvali, Santa Rosa, Laguna",3,2,109,13200000.0
7024,"Cainta, Rizal",4,3,300,3700000.0
7025,"Tanza, Cavite",4,3,130,6460000.0
7026,"General Trias, Cavite",0,1,37,1850000.0
7027,"Parañaque, Metro Manila",5,5,325,36400000.0
7028,"Mandaluyong, Metro Manila",3,3,156,12000000.0
7029,"Silang, Cavite",3,2,72,6680000.0
7030,"Arayat, Pampanga",4,3,192,5500000.0
7031,"Mandaluyong, Metro Manila",3,3,155,17000000.0
7032,"Manila, Metro Manila",4,4,319,40700000.0
7033,"Lipa, Batangas",0,1,22,450000.0
7034,"Lipa, Batangas",4,3,222,7200000.0
7035,"Angeles, Pampanga",7,4,277,30000000.0
7036,"Angeles, Pampanga",4,3,210,12900000.0
7037,"San Fernando, Pampanga",2,2,73,2870000.0
7038,"Santa Rosa, Laguna",3,3,177,21700000.0
7039,"Panabo, Davao del Norte",2,1,80,3000000.0
7040,"Baliuag, Bulacan",5,3,100,7120000.0
7041,"Cabanatuan, Nueva Ecija",2,1,36,2250000.0
7042,"Cordova, Cebu",3,1,70,4500000.0
7043,"Naic, Cavite",2,1,42,1390000.0
7044,"Tanza, Cavite",2,1,45,1540000.0
7045,"Silang, Cavite",3,2,72,6640000.0
7046,"General Trias, Cavite",3,1,56,4000000.0
7047,"Digos, Davao del Sur",4,3,85,6040000.0
7048,"Angeles, Pampanga",4,3,605,37000000.0
7049,"Silang, Cavite",5,5,825,120000000.0
7050,"Quezon City / QC, Metro Manila",3,4,269,27500000.0
7051,"Tagum, Davao del Norte",0,1,22,1070000.0
7052,"San Fernando, Pampanga",5,5,400,27000000.0
7053,"San Fernando, Pampanga",4,4,280,14900000.0
7054,"Rodriguez (Montalban), Rizal",2,1,38,2400000.0
7055,"Marikina, Metro Manila",3,2,88,5900000.0
7056,"Lipa, Batangas",2,1,42,1400000.0
7057,"Oton, Iloilo",5,4,350,18000000.0
7058,"Silang, Cavite",5,3,166,10900000.0
7059,"Silang, Cavite",4,3,83,8130000.000000001
7060,"Imus, Cavite",3,2,63,4150000.0000000005
7061,"Quezon City / QC, Metro Manila",4,6,390,36000000.0
7062,"Calauan, Laguna",2,1,44,1790000.0
7063,"Cainta, Rizal",3,5,220,17000000.0
7064,"Tagaytay, Cavite",5,3,170,11000000.0
7065,"Las Piñas, Metro Manila",5,5,365,26500000.0
7066,"Dasmariñas, Cavite",2,1,50,2600000.0
7067,"Butuan, Agusan del Norte",3,1,42,1950000.0
7068,"Marilao, Bulacan",3,2,99,5250000.0
7069,"Antipolo, Rizal",2,1,120,3000000.0
7070,"Rodriguez (Montalban), Rizal",3,2,102,5800000.0
7071,"Silang, Cavite",2,2,53,4730000.0
7072,"Silang, Cavite",3,2,66,5410000.0
7073,"Pavia, Iloilo",3,2,65,6080000.0
7074,"Rodriguez (Montalban), Rizal",2,1,40,2410000.0
7075,"Silang, Cavite",5,3,100,8390000.0
7076,"Tarlac City, Tarlac",4,2,220,15000000.0
7077,"Dasmariñas, Cavite",2,1,52,4590000.0
7078,"Calamba, Laguna",2,1,44,1400000.0
7079,"Dasmariñas, Cavite",2,1,42,3480000.0
7080,"Digos, Davao del Sur",4,3,85,6040000.0
7081,"Imus, Cavite",5,3,135,3800000.0
7082,"Makati, Metro Manila",2,1,56,25000000.0
7083,"Silang, Cavite",5,3,100,8390000.0
7084,"Antipolo, Rizal",3,2,120,4700000.0
7085,"Antipolo, Rizal",5,4,213,18000000.0
7086,"Legazpi, Albay",3,1,42,2120000.0
7087,"Dasmariñas, Cavite",3,2,66,4580000.0
7088,"Taytay, Rizal",4,4,200,17000000.0
7089,"Quezon City / QC, Metro Manila",4,3,100,8000000.0
7090,"Santa Rosa, Laguna",3,3,185,25000000.0
7091,"Cubao, Quezon City / QC, Metro Manila",4,4,155,16000000.0
7092,"Dagupan, Pangasinan",3,2,116,5140000.0
7093,"Dasmariñas, Cavite",3,3,234,7850000.0
7094,"Koronadal, South Cotabato",5,3,142,8100000.0
7095,"San Jose del Monte, Bulacan",3,1,68,2400000.0
7096,"Quezon City / QC, Metro Manila",3,4,269,27500000.0
7097,"Las Piñas, Metro Manila",6,6,365,26500000.0
7098,"Silang, Cavite",5,3,166,10900000.0
7099,"Pavia, Iloilo",4,2,52,5140000.0
7100,"General Trias, Cavite",2,1,40,2069999.9999999998
7101,"Batangas City, Batangas",3,2,100,18500000.0
7102,"Oton, Iloilo",4,3,90,4740000.0
7103,"Quezon City / QC, Metro Manila",4,6,390,36000000.0
