PropertyDescription,Address,Sqm
For Sale Residential Farm 350 sqm. ,"Magallanes, Cavite","₱ 2,800/sqm"
"For Sale Residential Farm 1,106 sqm. ","Indang, Cavite","₱ 3,500/sqm"
"For Sale Raw Land 140,000 sqm. ","Baras, Rizal",₱ 850/sqm
For Sale Residential 700 sqm. ,"Antipolo, Rizal","₱ 15,360/sqm"
For Sale Residential 120 sqm. ,"Indang, Cavite","₱ 4,500/sqm"
For Sale Residential 250 sqm. ,"Amadeo, Cavite","₱ 6,200/sqm"
"For Sale Residential Farm 13,275 sqm. ","Santa Ana, Pampanga",₱ 753/sqm
For Sale Residential Farm 120 sqm. ,"Indang, Cavite","₱ 4,500/sqm"
"For Sale Raw Land 2,000 sqm. ","Alfonso, Cavite","₱ 3,500/sqm"
For Sale Residential 502 sqm. ,"Tagaytay, Cavite","₱ 16,000/sqm"
For Sale Residential Farm 100 sqm. ,"Pililla, Rizal","₱ 2,600/sqm"
"For Sale Agricultural Farm 1,907 sqm. ","Baras, Rizal","₱ 6,500/sqm"
"For Sale Agricultural Farm 7,535 sqm. ","Indang, Cavite","₱ 1,800/sqm"
"For Sale Residential Farm 4,449 sqm. ","Silang, Cavite","₱ 2,800/sqm"
"For Sale Residential Farm 11,436 sqm. ","Alfonso, Cavite","₱ 7,000/sqm"
For Sale Residential 66 sqm. ,"Baras, Rizal","₱ 3,500/sqm"
"For Sale Raw Land 24,000 sqm. ","Tanay, Rizal","₱ 1,200/sqm"
"For Sale Raw Land 10,000 sqm. ","Tanay, Rizal","₱ 1,800/sqm"
For Sale Residential Farm 100 sqm. ,"Tayabas, Quezon","₱ 2,500/sqm"
"For Sale Residential 4,763 sqm. ","Tagaytay, Cavite","₱ 6,508/sqm"
For Sale Agricultural Farm 100 sqm. ,"San Juan, Batangas","₱ 7,500/sqm"
For Sale Residential 150 sqm. ,"Calatagan, Batangas","₱ 3,666/sqm"
For Sale Commercial 280 sqm. ,"Marilao, Bulacan","₱ 100,000/sqm"
"For Sale Agricultural Farm 49,000 sqm. ","San Luis, Batangas","₱ 1,938/sqm"
"For Sale Agricultural Farm 13,378 sqm. ","Alfonso, Cavite","₱ 1,600/sqm"
For Sale Residential Farm 300 sqm. ,"Indang, Cavite","₱ 2,800/sqm"
For Sale Residential 167 sqm. ,"Taytay, Rizal","₱ 29,561/sqm"
For Sale Agricultural Farm 500 sqm. ,"Tiaong, Quezon",₱ 600/sqm
"For Sale Agricultural Farm 50,000 sqm. ","Tarlac City, Tarlac",₱ 750/sqm
"For Sale Residential Farm 3,637 sqm. ","Antipolo, Rizal","₱ 6,000/sqm"
"For Sale Industrial 20,268 sqm. ","Calamba, Laguna","₱ 3,500/sqm"
For Sale Agricultural Farm 80 sqm. ,"Morong, Rizal","₱ 3,850/sqm"
For Sale Residential 737 sqm. ,"Antipolo, Rizal","₱ 6,784/sqm"
For Sale Agricultural Farm 500 sqm. ,"Indang, Cavite","₱ 2,000/sqm"
For Sale Residential Farm 300 sqm. ,"Carmen, Davao del Norte","₱ 11,666/sqm"
For Sale Agricultural Farm 300 sqm. ,"Pililla, Rizal","₱ 2,899/sqm"
For Sale Residential Farm 808 sqm. ,"Alfonso, Cavite","₱ 4,600/sqm"
"For Sale Agricultural Farm 8,000 sqm. ","Floridablanca, Pampanga",₱ 312/sqm
For Sale Residential 154 sqm. ,"Santa Maria, Bulacan","₱ 20,000/sqm"
"For Sale Agricultural Farm 15,731 sqm. ","San Jose del Monte, Bulacan","₱ 2,065/sqm"
"For Sale Agricultural Farm 31,000 sqm. ","Abucay, Bataan","₱ 1,935/sqm"
For Sale Residential Farm 300 sqm. ,"General Emilio Aguinaldo, Cavite","₱ 2,800/sqm"
For Sale Residential 154 sqm. ,"Cabanatuan, Nueva Ecija","₱ 42,173/sqm"
For Sale Residential 125 sqm. ,"Lipa, Batangas","₱ 9,024/sqm"
For Sale Residential 450 sqm. ,"Tanza, Cavite","₱ 43,304/sqm"
For Sale Residential 350 sqm. ,"Magallanes, Cavite","₱ 3,800/sqm"
For Sale Residential 70 sqm. ,"General Trias, Cavite","₱ 12,551/sqm"
"For Sale Agricultural Farm 2,407 sqm. ","Indang, Cavite","₱ 2,500/sqm"
For Sale Residential 176 sqm. ,"Silang, Cavite","₱ 12,500/sqm"
For Sale Residential 302 sqm. ,"Iriga, Camarines Sur","₱ 1,650/sqm"
For Sale Residential Farm 118 sqm. ,"Balayan, Batangas","₱ 1,800/sqm"
For Sale Residential Farm 100 sqm. ,"Pililla, Rizal","₱ 2,600/sqm"
For Sale Agricultural Farm 750 sqm. ,"Pililla, Rizal","₱ 5,500/sqm"
For Sale Agricultural Farm 80 sqm. ,"Morong, Rizal","₱ 3,850/sqm"
For Sale Agricultural Farm 300 sqm. ,"Pililla, Rizal","₱ 2,899/sqm"
"For Sale Commercial 8,800 sqm. ","Baras, Rizal","₱ 8,000/sqm"
For Sale Residential 714 sqm. ,"Nasugbu, Batangas","₱ 25,000/sqm"
For Sale Agricultural Farm 300 sqm. ,"Pililla, Rizal","₱ 2,899/sqm"
"For Sale Agricultural Farm 18,433 sqm. ","Calbayog, Samar","₱ 4,500/sqm"
"For Sale Agricultural Farm 20,000 sqm. ","Doña Remedios Trinidad, Bulacan",₱ 150/sqm
For Sale Residential 154 sqm. ,"Cabanatuan, Nueva Ecija","₱ 36,201/sqm"
For Sale Agricultural Farm 100 sqm. ,"Pililla, Rizal","₱ 3,798/sqm"
"For Sale Agricultural Farm 75,000 sqm. ","Pantabangan, Nueva Ecija",₱ 200/sqm
For Sale Residential 108 sqm. ,"Silang, Cavite","₱ 16,666/sqm"
For Sale Agricultural Farm 108 sqm. ,"Silang, Cavite","₱ 25,305/sqm"
For Sale Residential 300 sqm. ,"Amadeo, Cavite","₱ 3,500/sqm"
For Sale Residential 271 sqm. ,"Tagaytay, Cavite","₱ 14,100/sqm"
For Sale Residential 354 sqm. ,"Antipolo, Rizal","₱ 48,764/sqm"
For Sale Agricultural Farm 100 sqm. ,"Teresa, Rizal","₱ 3,500/sqm"
"For Sale Agricultural Farm 80,230 sqm. ","Pantabangan, Nueva Ecija",₱ 199/sqm
For Sale Memorial Lot 30 sqm. ,"Antipolo, Rizal","₱ 26,333/sqm"
"For Sale Agricultural Farm 300,000 sqm. ","Santa Rosa, Nueva Ecija",₱ 350/sqm
For Sale Residential 142 sqm. ,"Oton, Iloilo","₱ 33,740/sqm"
For Sale Residential 150 sqm. ,"Baras, Rizal","₱ 6,720/sqm"
"For Sale Agricultural Farm 500,000 sqm. ","Santa Rosa, Nueva Ecija",₱ 20/sqm
For Sale Residential 449 sqm. ,"Liloan, Cebu","₱ 4,000/sqm"
For Sale Residential 300 sqm. ,"Amadeo, Cavite","₱ 3,500/sqm"
For Sale Agricultural Farm 100 sqm. ,"Teresa, Rizal","₱ 3,500/sqm"
"For Sale Residential 80,000 sqm. ","Santa Rosa, Laguna","₱ 3,125/sqm"
"For Sale Agricultural Farm 23,000 sqm. ","Ligao, Albay",₱ 80/sqm
"For Sale Agricultural Farm 1,000 sqm. ","Amadeo, Cavite","₱ 5,500/sqm"
For Sale Residential 750 sqm. ,"Antipolo, Rizal","₱ 14,666/sqm"
For Sale Residential 420 sqm. ,"Amadeo, Cavite","₱ 3,619/sqm"
"For Sale Agricultural Farm 1,535 sqm. ","Tanza, Cavite","₱ 5,564/sqm"
For Sale Residential 105 sqm. ,"Cavite Economic Zone, General Trias, Cavite","₱ 23,809/sqm"
"For Sale Agricultural Farm 12,000 sqm. ","Allen, Northern Samar",₱ 83/sqm
For Sale Residential 100 sqm. ,"Calamba, Laguna","₱ 3,000/sqm"
For Sale Agricultural Farm 500 sqm. ,"Alfonso, Cavite","₱ 3,900/sqm"
For Sale Agricultural Farm 300 sqm. ,"Indang, Cavite","₱ 2,800/sqm"
For Sale Residential 132 sqm. ,"Lipa, Batangas","₱ 23,215/sqm"
For Sale Residential 305 sqm. ,"Tagaytay, Cavite","₱ 49,073/sqm"
For Sale Residential 271 sqm. ,"Laurel, Batangas","₱ 14,000/sqm"
For Sale Agricultural Farm 100 sqm. ,"Teresa, Rizal","₱ 3,500/sqm"
For Sale Agricultural Farm 100 sqm. ,"Pililla, Rizal","₱ 3,998/sqm"
"For Sale Commercial 35,541 sqm. ","Rosales, Pangasinan","₱ 16,000/sqm"
For Sale Agricultural Farm 809 sqm. ,"Morong, Rizal","₱ 4,600/sqm"
For Sale Residential 150 sqm. ,"Calatagan, Batangas","₱ 6,050/sqm"
For Sale Agricultural Farm 809 sqm. ,"Morong, Rizal","₱ 4,600/sqm"
For Sale Residential 500 sqm. ,"Oslob, Cebu","₱ 3,600/sqm"
For Sale Residential 399 sqm. ,"San Jose del Monte, Bulacan","₱ 4,160/sqm"
"For Sale Agricultural Farm 53,227 sqm. ","Naujan, Oriental Mindoro",₱ 151/sqm
For Sale Agricultural Farm 300 sqm. ,"Indang, Cavite","₱ 4,500/sqm"
"For Sale Agricultural Farm 1,288 sqm. ","Lipa, Batangas","₱ 9,072/sqm"
For Sale Residential 110 sqm. ,"Baliuag, Bulacan","₱ 25,369/sqm"
"For Sale Commercial 2,000 sqm. ","Nasugbu, Batangas","₱ 3,500/sqm"
"For Sale Residential Farm 2,000 sqm. ","Tagaytay, Cavite","₱ 11,500/sqm"
For Sale Residential 204 sqm. ,"Binangonan, Rizal","₱ 10,976/sqm"
For Sale Residential 420 sqm. ,"Binangonan, Rizal","₱ 17,920/sqm"
For Sale Residential 90 sqm. ,"Calamba, Laguna","₱ 20,566/sqm"
For Sale Residential 280 sqm. ,"Binangonan, Rizal","₱ 15,000/sqm"
For Sale Residential 143 sqm. ,"Calamba, Laguna","₱ 11,000/sqm"
For Sale Residential 100 sqm. ,"Pililla, Rizal","₱ 3,798/sqm"
For Sale Residential 110 sqm. ,"Batangas City, Batangas","₱ 24,163/sqm"
"For Sale Agricultural Farm 66,800 sqm. ","San Ildefonso, Bulacan",₱ 232/sqm
"For Sale Commercial 50,001 sqm. ","Puerto Galera, Oriental Mindoro","₱ 3,099/sqm"
For Sale Residential 576 sqm. ,"Calamba, Laguna","₱ 28,559/sqm"
For Sale Residential 500 sqm. ,"Baras, Rizal","₱ 4,600/sqm"
For Sale Agricultural Farm 100 sqm. ,"Pililla, Rizal","₱ 4,500/sqm"
"For Sale Agricultural Farm 32,744 sqm. ","Oton, Iloilo","₱ 1,300/sqm"
For Sale Residential 180 sqm. ,"Angono, Rizal","₱ 11,760/sqm"
"For Sale Agricultural Farm 37,000 sqm. ","Padre Garcia, Batangas",₱ 700/sqm
For Sale Residential 595 sqm. ,"General Trias, Cavite","₱ 10,500/sqm"
"For Sale Agricultural Farm 6,600 sqm. ","Concepcion, Tarlac","₱ 1,060/sqm"
"For Sale Agricultural Farm 37,000 sqm. ","Cavinti, Laguna",₱ 405/sqm
"For Sale Commercial 8,096 sqm. ","Guiguinto, Bulacan","₱ 20,000/sqm"
For Sale Agricultural Farm 100 sqm. ,"Pililla, Rizal","₱ 3,798/sqm"
For Sale Residential 100 sqm. ,"Lipa, Batangas","₱ 9,180/sqm"
For Sale Residential 54 sqm. ,"Calamba, Laguna","₱ 8,960/sqm"
"For Sale Commercial 2,100 sqm. ","Antipolo, Rizal","₱ 45,000/sqm"
"For Sale Agricultural Farm 20,000 sqm. ","Balungao, Pangasinan",₱ 150/sqm
For Sale Residential 153 sqm. ,"Malolos, Bulacan","₱ 9,400/sqm"
"For Sale Agricultural Farm 31,286 sqm. ","San Rafael, Bulacan","₱ 1,438/sqm"
For Sale Residential 180 sqm. ,"Plaridel, Bulacan","₱ 9,500/sqm"
"For Sale Agricultural Farm 25,000 sqm. ","Balungao, Pangasinan",₱ 128/sqm
"For Sale Agricultural Farm 20,000 sqm. ","Balungao, Pangasinan",₱ 170/sqm
"For Sale Agricultural Farm 95,000 sqm. ","Aborlan, Palawan","₱ 2,105/sqm"
"For Sale Agricultural Farm 1,900 sqm. ","Calatagan, Batangas","₱ 14,736/sqm"
For Sale Residential 240 sqm. ,"Tagaytay, Cavite","₱ 12,432/sqm"
"For Sale Agricultural Farm 1,274 sqm. ","Sariaya, Quezon","₱ 5,337/sqm"
For Sale Residential 250 sqm. ,"Laurel, Batangas","₱ 25,528/sqm"
For Sale Residential 200 sqm. ,"Bagac, Bataan","₱ 11,200/sqm"
For Sale Agricultural Farm 500 sqm. ,"Tanay, Rizal","₱ 4,950/sqm"
"For Sale Agricultural Farm 20,000 sqm. ","Alaminos, Pangasinan",₱ 175/sqm
For Sale Agricultural Farm 100 sqm. ,"Pililla, Rizal","₱ 3,998/sqm"
"For Sale Agricultural Farm 11,000 sqm. ","San Rafael, Bulacan","₱ 1,800/sqm"
"For Sale Agricultural Farm 360,000 sqm. ","Calbayog, Samar",₱ 100/sqm
"For Sale Commercial 33,865 sqm. ","Nasugbu, Batangas","₱ 1,978/sqm"
"For Sale Agricultural Farm 2,800 sqm. ","Indang, Cavite",₱ 400/sqm
"For Sale Agricultural Farm 20,000 sqm. ","Alaminos, Pangasinan",₱ 175/sqm
"For Sale Agricultural Farm 22,499 sqm. ","Mangatarem, Pangasinan",₱ 150/sqm
For Sale Residential 100 sqm. ,"Lipa, Batangas","₱ 10,000/sqm"
"For Sale Agricultural Farm 10,000 sqm. ","Alaminos, Laguna","₱ 1,700/sqm"
"For Sale Agricultural Farm 1,128 sqm. ","Cagayan de Oro, Misamis Oriental",₱ 800/sqm
"For Sale Commercial 4,318 sqm. ","San Pablo, Laguna","₱ 5,789/sqm"
"For Sale Agricultural Farm 25,413 sqm. ","Laurel, Batangas","₱ 1,180/sqm"
"For Sale Residential 5,132 sqm. ","Nabua, Camarines Sur",₱ 974/sqm
"For Sale Agricultural Farm 3,512 sqm. ","Pililla, Rizal","₱ 2,277/sqm"
For Sale Agricultural Farm 482 sqm. ,"Calamba, Laguna","₱ 28,000/sqm"
For Sale Residential 185 sqm. ,"San Pedro, Laguna","₱ 17,871/sqm"
"For Sale Agricultural Farm 5,235 sqm. ","Castillejos, Zambales",₱ 573/sqm
For Sale Residential 135 sqm. ,"Tuy, Batangas","₱ 5,500/sqm"
"For Sale Agricultural Farm 10,100 sqm. ","Antequera, Bohol",₱ 227/sqm
For Sale Agricultural Farm 100 sqm. ,"Tanay, Rizal","₱ 3,790/sqm"
"For Sale Agricultural Farm 43,000 sqm. ","Bolinao, Pangasinan",₱ 81/sqm
For Sale Agricultural Farm 736 sqm. ,"Dagupan, Pangasinan","₱ 4,510/sqm"
For Sale Residential 243 sqm. ,"Antequera, Bohol","₱ 1,502/sqm"
"For Sale Agricultural Farm 12,750 sqm. ","Umingan, Pangasinan",₱ 117/sqm
For Sale Residential 90 sqm. ,"Legazpi, Albay","₱ 33,155/sqm"
"For Sale Agricultural Farm 6,000 sqm. ","San Carlos, Pangasinan",₱ 300/sqm
"For Sale Agricultural Farm 30,000 sqm. ","Calapan, Oriental Mindoro",₱ 466/sqm
"For Sale Agricultural Farm 140,000 sqm. ","Naujan, Oriental Mindoro",₱ 80/sqm
For Sale Residential 120 sqm. ,"Pagsanjan, Laguna","₱ 4,500/sqm"
For Sale Residential 462 sqm. ,"Baguio, Benguet","₱ 22,727/sqm"
"For Sale Agricultural Farm 35,000 sqm. ","Concepcion, Tarlac",₱ 342/sqm
For Sale Agricultural Farm 200 sqm. ,"Manolo Fortich, Bukidnon","₱ 1,500/sqm"
"For Sale Agricultural Farm 37,000 sqm. ","Pozorrubio, Pangasinan",₱ 72/sqm
For Sale Residential 223 sqm. ,"Nuvali, Santa Rosa, Laguna","₱ 58,892/sqm"
For Sale Residential 242 sqm. ,"Santa Rosa, Laguna","₱ 54,413/sqm"
"For Sale Agricultural Farm 4,800 sqm. ","Urdaneta, Pangasinan",₱ 645/sqm
For Sale Residential 171 sqm. ,"Bacoor, Cavite","₱ 34,093/sqm"
"For Sale Agricultural Farm 12,500 sqm. ","Bolinao, Pangasinan",₱ 96/sqm
"For Sale Agricultural Farm 11,283 sqm. ","Mexico, Pampanga","₱ 1,418/sqm"
"For Sale Agricultural Farm 17,000 sqm. ","San Jacinto, Pangasinan",₱ 176/sqm
"For Sale Agricultural Farm 10,356 sqm. ","Pozorrubio, Pangasinan",₱ 276/sqm
For Sale Residential 66 sqm. ,"Alfonso, Cavite","₱ 25,318/sqm"
"For Sale Commercial 1,505 sqm. ","Batangas City, Batangas","₱ 16,943/sqm"
"For Sale Agricultural Farm 5,800 sqm. ","Santiago, Isabela","₱ 1,034/sqm"
For Sale Agricultural Farm 80 sqm. ,"Bogo, Cebu","₱ 3,000/sqm"
"For Sale Agricultural Farm 10,000 sqm. ","Malasiqui, Pangasinan",₱ 300/sqm
"For Sale Residential 15,896 sqm. ","General Trias, Cavite","₱ 4,000/sqm"
For Sale Residential 180 sqm. ,"Baliuag, Bulacan","₱ 8,517/sqm"
For Sale Residential 120 sqm. ,"Plaridel, Bulacan","₱ 9,500/sqm"
For Sale Residential 120 sqm. ,"Santo Tomas, Pampanga","₱ 7,952/sqm"
For Sale Residential 451 sqm. ,"Nasugbu, Batangas","₱ 11,520/sqm"
For Sale Agricultural Farm 50 sqm. ,"Pililla, Rizal","₱ 4,500/sqm"
For Sale Agricultural Farm 50 sqm. ,"Pililla, Rizal","₱ 4,000/sqm"
For Sale Residential 450 sqm. ,"Binangonan, Rizal","₱ 18,000/sqm"
For Sale Residential 200 sqm. ,"Magallanes, Cavite","₱ 2,300/sqm"
"For Sale Agricultural Farm 22,900 sqm. ","Balungao, Pangasinan",₱ 150/sqm
For Sale Memorial Lot 20 sqm. ,"Cagayan de Oro, Misamis Oriental","₱ 39,950/sqm"
For Sale Residential 759 sqm. ,"Santa Rosa, Laguna","₱ 54,131/sqm"
For Sale Residential 84 sqm. ,"Lipa, Batangas","₱ 9,000/sqm"
"For Sale Agricultural Farm 4,285 sqm. ","Dagupan, Pangasinan","₱ 7,001/sqm"
For Sale Residential 50 sqm. ,"Antipolo, Rizal","₱ 4,500/sqm"
"For Sale Agricultural Farm 2,202 sqm. ","Tagum, Davao del Norte","₱ 9,500/sqm"
For Sale Residential 240 sqm. ,"Silang, Cavite","₱ 12,500/sqm"
"For Sale Agricultural Farm 150,000 sqm. ","Calamba, Laguna","₱ 4,666/sqm"
"For Sale Agricultural Farm 7,370 sqm. ","Binalonan, Pangasinan",₱ 488/sqm
For Sale Agricultural Farm 100 sqm. ,"Pililla, Rizal","₱ 3,998/sqm"
For Sale Residential 120 sqm. ,"Rodriguez (Montalban), Rizal","₱ 8,960/sqm"
For Sale Memorial Lot 1 sqm. ,"Las Piñas, Metro Manila","₱ 83,000/sqm"
"For Sale Agricultural Farm 1,000 sqm. ","Burgos, Pangasinan","₱ 1,600/sqm"
"For Sale Agricultural Farm 23,000 sqm. ","Antipolo, Rizal","₱ 2,000/sqm"
For Sale Residential 216 sqm. ,"Santa Barbara, Pangasinan","₱ 7,407/sqm"
"For Sale Agricultural Farm 290,000 sqm. ","San Jose, Batangas",₱ 100/sqm
"For Sale Agricultural Farm 17,000 sqm. ","Cavinti, Laguna","₱ 6,000/sqm"
"For Sale Agricultural Farm 10,804 sqm. ","General Mariano Alvarez, Cavite","₱ 3,500/sqm"
For Sale Memorial Lot 30 sqm. ,"San Miguel, Iloilo","₱ 44,100/sqm"
For Sale Residential 200 sqm. ,"Magallanes, Cavite","₱ 2,800/sqm"
For Sale Residential 300 sqm. ,"Loon, Bohol","₱ 6,666/sqm"
For Sale Agricultural Farm 120 sqm. ,"Silang, Cavite","₱ 4,500/sqm"
For Sale Residential 120 sqm. ,"Rodriguez (Montalban), Rizal","₱ 8,960/sqm"
For Sale Agricultural Farm 250 sqm. ,"Cavite City, Cavite","₱ 3,800/sqm"
For Sale Residential 120 sqm. ,"Rodriguez (Montalban), Rizal","₱ 8,960/sqm"
"For Sale Residential 5,974 sqm. ","Mabalacat, Pampanga","₱ 6,500/sqm"
For Sale Residential 684 sqm. ,"Silang, Cavite","₱ 16,520/sqm"
For Sale Residential 400 sqm. ,"Antipolo, Rizal","₱ 25,000/sqm"
"For Sale Residential 16,742 sqm. ","Mabalacat, Pampanga","₱ 6,500/sqm"
"For Sale Residential 5,768 sqm. ","Mabalacat, Pampanga","₱ 6,500/sqm"
"For Sale Residential 1,288 sqm. ","Lipa, Batangas","₱ 9,632/sqm"
For Sale Residential 554 sqm. ,"San Leonardo, Nueva Ecija","₱ 14,000/sqm"
"For Sale Agricultural Farm 4,680 sqm. ","Magdalena, Laguna",₱ 641/sqm
For Sale Residential 120 sqm. ,"Lipa, Batangas","₱ 7,392/sqm"
"For Sale Commercial 7,395 sqm. ","Silang, Cavite","₱ 2,200/sqm"
For Sale Residential 120 sqm. ,"Pililla, Rizal","₱ 6,500/sqm"
"For Sale Agricultural Farm 49,853 sqm. ","Magdalena, Laguna",₱ 601/sqm
For Sale Residential 72 sqm. ,"Tuguegarao, Cagayan","₱ 21,875/sqm"
"For Sale Agricultural Farm 10,638 sqm. ","Rosario, Batangas","₱ 1,203/sqm"
"For Sale Agricultural Farm 10,605 sqm. ","Angat, Bulacan",₱ 914/sqm
For Sale Residential 456 sqm. ,"Pagsanjan, Laguna","₱ 3,315/sqm"
"For Sale Residential 1,568 sqm. ","Tanza, Cavite","₱ 6,001/sqm"
For Sale Residential 276 sqm. ,"Carmona, Cavite","₱ 25,351/sqm"
"For Sale Agricultural Farm 270,000 sqm. ","San Leonardo, Nueva Ecija","₱ 2,500/sqm"
"For Sale Agricultural Farm 300,000 sqm. ","Quezon, Palawan",₱ 300/sqm
For Sale Residential 300 sqm. ,"Alfonso, Cavite","₱ 22,000/sqm"
For Sale Agricultural Farm 588 sqm. ,"Antipolo, Rizal","₱ 6,585/sqm"
For Sale Residential 500 sqm. ,"Antipolo, Rizal","₱ 26,000/sqm"
For Sale Agricultural Farm 50 sqm. ,"Pililla, Rizal","₱ 5,000/sqm"
For Sale Residential 700 sqm. ,"Calamba, Laguna","₱ 4,285/sqm"
For Sale Residential 518 sqm. ,"General Trias, Cavite","₱ 1,930/sqm"
For Sale Residential 350 sqm. ,"Antipolo, Rizal","₱ 15,000/sqm"
For Sale Commercial 120 sqm. ,"Norzagaray, Bulacan","₱ 7,100/sqm"
"For Sale Agricultural Farm 19,498 sqm. ","Mangaldan, Pangasinan",₱ 512/sqm
"For Sale Agricultural Farm 1,000 sqm. ","Amadeo, Cavite","₱ 3,800/sqm"
For Sale Agricultural Farm 727 sqm. ,"Morong, Rizal","₱ 4,082/sqm"
For Sale Residential 601 sqm. ,"San Pedro, Laguna","₱ 15,302/sqm"
For Sale Residential 300 sqm. ,"Silang, Cavite","₱ 5,800/sqm"
For Sale Residential 250 sqm. ,"Laurel, Batangas","₱ 25,528/sqm"
For Sale Residential 204 sqm. ,"Lipa, Batangas","₱ 8,512/sqm"
For Sale Residential 130 sqm. ,"Pililla, Rizal","₱ 7,692/sqm"
"For Sale Commercial 15,984 sqm. ","Valenzuela, Metro Manila","₱ 10,000/sqm"
For Sale Residential 204 sqm. ,"Lipa, Batangas","₱ 8,512/sqm"
"For Sale Agricultural Farm 65,000 sqm. ","San Juan, Batangas",₱ 650/sqm
