,Country,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,JobTitle,HoursWorkedPerWeek,EmploymentSector,SalaryUSD
3828,United States,Microsoft SQL Server,3,Full time employee,DBA,65,Private business,135000.0
3829,United States,Microsoft SQL Server,1,Full time employee,DBA,50,Private business,80000.0
3830,United States,Microsoft SQL Server,2,Full time employee,DBA,40,Private business,72000.0
3831,United States,Oracle,8,Full time employee,DBA,50,Private business,121000.0
3832,Nicaragua,PostgreSQL,7,Full time employee,DBA,40,Government,20600.0
3833,United States,Microsoft SQL Server,6,Full time employee,DBA,40,Private business,94245.0
3834,Australia,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,116000.0
3835,Canada,Microsoft SQL Server,5,Full time employee,Other,32,Private business,31000.0
3836,United Kingdom,Microsoft SQL Server,17,Part time,DBA,35,Private business,79928.0
3837,United Kingdom,Microsoft SQL Server,8,Others,Developer,35,Private business,30000.0
3838,Australia,Microsoft SQL Server,11,Full time employee,Developer,40,Private business,110000.0
3839,United States,Microsoft SQL Server,18,Full time employee,Architect,50,Education,150000.0
3840,United States,Microsoft SQL Server,15,Full time employee,Developer,50,Private business,130000.0
3841,Lithuania,Microsoft SQL Server,15,Full time employee,DBA,50,Private business,67000.0
3842,Romania,Microsoft SQL Server,5,Full time employee,Developer,40,Private business,20000.0
3843,United States,Microsoft SQL Server,20,Full time employee,Architect,45,Government,110000.0
3844,United States,Microsoft SQL Server,10,Full time employee,Manager,50,Non-profit,115000.0
3845,United States,Microsoft SQL Server,7,Full time employee,Developer,40,Private business,120000.0
3846,United Kingdom,Microsoft SQL Server,9,Full time employee,DBA,37,Private business,48000.0
3847,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,77500.0
3848,United Kingdom,Microsoft SQL Server,14,Full time employee,DBA,37,Private business,54600.0
3849,United States,Microsoft SQL Server,21,Full time employee,DBA,45,Private business,132000.0
3850,United States,Microsoft SQL Server,17,Full time employee,DBA,60,Government,137000.0
3851,United States,Microsoft SQL Server,20,Full time employee,Developer,45,Private business,76000.0
3852,United States,Microsoft SQL Server,7,Full time employee,Developer,40,Private business,110000.0
3853,United States,Microsoft SQL Server,10,Full time employee,DBA,38,Private business,90000.0
3854,United States,Oracle,10,Full time employee,Developer,50,Private business,104000.0
3855,United States,Microsoft SQL Server,7,Full time employee,Architect,45,Education,78000.0
3856,United States,Microsoft SQL Server,13,Full time employee,Analyst,40,Private business,120000.0
3857,United Kingdom,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,17000.0
3858,United States,Microsoft SQL Server,15,Full time employee,Developer,50,Government,93000.0
3859,United States,Microsoft SQL Server,23,Full time employee,Manager,50,Private business,162000.0
3860,United States,Microsoft SQL Server,8,Full time employee,Developer,40,Private business,110000.0
3861,United States,Microsoft SQL Server,15,Full time employee,DBA,50,Private business,120000.0
3862,United Kingdom,Microsoft SQL Server,18,Others,Developer,38,Private business,120000.0
3863,United States,Microsoft SQL Server,3,Others,Developer,53,Non-profit,102000.0
3864,United States,Microsoft SQL Server,18,Full time employee,Developer,45,Private business,90000.0
3865,United States,Microsoft SQL Server,22,Full time employee,Manager,44,Private business,140000.0
3866,United States,Microsoft SQL Server,25,Full time employee,DBA,45,Private business,75000.0
3867,United States,Microsoft SQL Server,8,Full time employee,DBA,50,Non-profit,84000.0
3868,United States,Amazon RDS,5,Full time employee,Manager,40,Private business,195000.0
3869,United States,Microsoft SQL Server,18,Full time employee,DBA,45,Education,99000.0
3870,United States,Microsoft SQL Server,6,Full time employee,Developer,50,Private business,120000.0
3871,United States,Microsoft SQL Server,22,Full time employee,Developer,50,Private business,140000.0
3872,United States,Microsoft SQL Server,7,Full time employee,Analyst,50,Private business,93500.0
3873,United Kingdom,Microsoft SQL Server,20,Full time employee,Developer,35,Private business,45000.0
3874,Netherlands,Oracle,18,Full time employee,DBA,40,Private business,88000.0
3875,United States,Microsoft SQL Server,16,Full time employee,Architect,50,Private business,120000.0
3876,United States,Microsoft SQL Server,17,Full time employee,Developer,42,Non-profit,95000.0
3877,United States,Microsoft SQL Server,10,Full time employee,Developer,38,Private business,98000.0
3878,United States,Other,1,Full time employee,Architect,40,Private business,160000.0
3879,United States,Microsoft Access,25,Full time employee,Developer,90,Government,64000.0
3880,Mexico,Microsoft SQL Server,12,Full time employee,DBA,48,Private business,44000.0
3881,United States,Microsoft SQL Server,8,Full time employee,DBA,40,Private business,93000.0
3882,Ireland,Microsoft SQL Server,14,Full time employee,Developer,38,Private business,85000.0
3883,Australia,Microsoft SQL Server,20,Full time employee,Developer,40,Private business,62000.0
3884,Poland,Microsoft SQL Server,4,Others,Developer,40,Private business,50000.0
3885,United Kingdom,Microsoft SQL Server,12,Full time employee,DBA,50,Private business,60000.0
3886,Greece,Microsoft SQL Server,6,Full time employee,Manager,43,Private business,33000.0
3887,Lithuania,Microsoft SQL Server,6,Full time employee,Developer,40,Private business,45567.0
3888,United States,Microsoft SQL Server,9,Full time employee,Analyst,40,Education,59000.0
3889,United States,Microsoft SQL Server,25,Full time employee,DBA,42,Government,124800.0
3890,Australia,Microsoft SQL Server,4,Full time employee,DBA,45,Private business,85000.0
3891,Australia,Microsoft SQL Server,18,Full time employee,Developer,40,Private business,120000.0
3892,United States,Microsoft Access,15,Full time employee,Developer,40,Private business,90000.0
3893,United States,Microsoft SQL Server,13,Full time employee,DBA,35,Private business,190000.0
3894,United States,Microsoft SQL Server,10,Full time employee,Developer,50,Private business,115000.0
3895,United States,Microsoft SQL Server,30,Full time employee,DBA,50,Private business,130000.0
3896,United States,Microsoft SQL Server,5,Full time employee,DBA,45,Private business,120000.0
3897,United States,Microsoft SQL Server,9,Full time employee,Developer,40,Government,117770.0
3898,United States,Microsoft SQL Server,8,Full time employee,DBA,40,Private business,105000.0
3899,United States,Microsoft SQL Server,11,Full time employee,Analyst,50,Private business,72000.0
3900,United States,Microsoft SQL Server,14,Full time employee,DBA,40,Private business,122000.0
3901,United States,Oracle,25,Full time employee,DBA,40,Private business,115000.0
3902,United States,Microsoft SQL Server,10,Full time employee,Developer,50,Education,70000.0
3903,United States,Microsoft SQL Server,18,Full time employee,DBA,40,Private business,129000.0
3904,United States,Microsoft SQL Server,17,Full time employee,Manager,45,Private business,135000.0
3905,United States,Microsoft SQL Server,20,Full time employee,Manager,55,Private business,144000.0
3906,Poland,Microsoft SQL Server,4,Full time employee,DBA,41,Private business,43774.0
3907,United States,Microsoft SQL Server,16,Full time employee,Analyst,45,Private business,140000.0
3908,United States,Microsoft SQL Server,7,Full time employee,Manager,50,Private business,125000.0
3909,Australia,Microsoft SQL Server,10,Full time employee,Analyst,47,Private business,67500.0
3910,Germany,Microsoft SQL Server,10,Full time employee,Manager,40,Private business,67000.0
3911,United States,Microsoft SQL Server,12,Full time employee,Developer,45,Private business,74000.0
3912,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,109000.0
3913,Australia,Microsoft SQL Server,18,Full time employee,DBA,38,Private business,99348.12
3914,United States,Microsoft SQL Server,7,Full time employee,Developer,40,Private business,75000.0
3915,Australia,Microsoft SQL Server,6,Full time employee,Analyst,40,Private business,68000.0
3916,Philippines,Microsoft SQL Server,10,Full time employee,Architect,40,Private business,35000.0
3917,Australia,Microsoft SQL Server,12,Full time employee,Architect,45,Private business,88000.0
3918,Russia,Microsoft SQL Server,5,Full time employee,Manager,45,Private business,40000.0
3919,United States,Microsoft SQL Server,15,Full time employee,DBA,40,Private business,115000.0
3920,United States,Microsoft SQL Server,1,Full time employee,DBA,45,Private business,60500.0
3921,Switzerland,Microsoft SQL Server,18,Full time employee,DBA,45,Private business,125000.0
3922,Netherlands,Microsoft SQL Server,3,Full time employee,DBA,36,Government,54000.0
3923,Norway,Microsoft SQL Server,7,Full time employee,Engineer,38,Government,68000.0
3924,United Kingdom,Microsoft SQL Server,11,Full time employee,Developer,35,Private business,47600.0
3925,United States,Microsoft SQL Server,7,Full time employee,Developer,45,Private business,115500.0
3926,United Kingdom,Microsoft SQL Server,15,Others,DBA,35,Private business,110000.0
3927,United Kingdom,Microsoft SQL Server,15,Full time employee,Developer,40,Private business,61500.0
3928,United Kingdom,Microsoft SQL Server,15,Full time employee,Developer,40,Government,61000.0
3929,United Kingdom,Microsoft SQL Server,20,Full time employee,DBA,40,Private business,53500.0
3930,Turkey,Microsoft SQL Server,7,Full time employee,Developer,48,Private business,18000.0
3931,Netherlands,Microsoft SQL Server,1,Full time employee,Developer,40,Private business,50000.0
3932,United Kingdom,Oracle,7,Full time employee,Developer,40,Government,54000.0
3933,United Kingdom,Microsoft SQL Server,15,Full time employee,Analyst,40,Private business,58750.0
3934,Russia,Microsoft SQL Server,5,Full time employee,DBA,40,Private business,16000.0
3935,United Kingdom,Microsoft SQL Server,6,Full time employee,DBA,40,Non-profit,41404.0
3936,United States,Microsoft SQL Server,5,Full time employee,Developer,45,Private business,65000.0
3937,Netherlands,Microsoft SQL Server,20,Full time employee,Manager,40,Private business,80000.0
3938,United States,Microsoft SQL Server,3,Full time employee,DBA,40,Private business,62661.0
3939,United States,Microsoft SQL Server,9,Full time employee,Developer,40,Private business,75000.0
3940,United States,Microsoft SQL Server,7,Full time employee,Manager,45,Private business,108000.0
3941,United States,Microsoft SQL Server,10,Full time employee,DBA,45,Private business,115000.0
3942,United States,Microsoft SQL Server,2,Full time employee,Developer,40,Private business,56600.0
3943,United States,Microsoft SQL Server,6,Full time employee,DBA,50,Private business,88000.0
3944,United States,Microsoft SQL Server,18,Full time employee,Other,43,Private business,90000.0
3945,Canada,Microsoft SQL Server,13,Full time employee,DBA,40,Private business,66084.4
3946,United States,Microsoft SQL Server,15,Full time employee,Architect,53,Private business,142000.0
3947,Canada,Microsoft SQL Server,15,Full time employee,Architect,35,Government,63000.0
3948,India,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,24375.0
3949,United States,Microsoft SQL Server,15,Full time employee,DBA,40,Private business,143000.0
3950,France,Microsoft SQL Server,9,Full time employee,DBA,42,Private business,72000.0
3951,United States,Microsoft SQL Server,20,Full time employee,Architect,45,Private business,145000.0
3952,United States,Microsoft SQL Server,11,Full time employee,Developer,40,Private business,87500.0
3953,United States,Microsoft SQL Server,15,Full time employee,DBA,50,Private business,105000.0
3954,United Kingdom,Microsoft SQL Server,17,Full time employee,Analyst,40,Private business,50000.0
3955,United States,Microsoft SQL Server,18,Full time employee,DBA,45,Private business,131000.0
3956,United States,Microsoft SQL Server,18,Full time employee,Developer,40,Private business,125000.0
3957,United States,Microsoft SQL Server,6,Full time employee,DBA,40,Education,65000.0
3958,United States,Microsoft SQL Server,15,Full time employee,DBA,40,Private business,90000.0
3959,Sweden,Microsoft SQL Server,18,Full time employee,DBA,40,Private business,84000.0
3960,United States,Microsoft SQL Server,8,Full time employee,Manager,45,Private business,112000.0
3961,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Non-profit,84000.0
3962,South Africa,Microsoft SQL Server,0,Full time employee,DBA,40,Private business,6516.5
3963,United States,Microsoft SQL Server,12,Full time employee,Analyst,40,Private business,88000.0
3964,Canada,Microsoft SQL Server,2,Full time employee,Developer,40,Private business,62171.0
3965,United States,Oracle,18,Full time employee,Engineer,55,Private business,121000.0
3966,United States,Microsoft SQL Server,10,Full time employee,Developer,40,Private business,72000.0
3967,United States,Microsoft SQL Server,5,Full time employee,Developer,40,Government,71000.0
3968,United States,Microsoft SQL Server,18,Full time employee,Architect,40,Private business,87000.0
3969,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,90000.0
3970,United States,Microsoft SQL Server,7,Full time employee,Developer,40,Education,77000.0
3971,United States,Microsoft SQL Server,18,Full time employee,DBA,40,Private business,125000.0
3972,United States,Microsoft SQL Server,5,Full time employee,Manager,45,Education,48000.0
